"Age","AttendedBootcamp","BootcampFinish","BootcampLoanYesNo","BootcampName","BootcampRecommend","ChildrenNumber","CityPopulation","CodeEventConferences","CodeEventDjangoGirls","CodeEventFCC","CodeEventGameJam","CodeEventGirlDev","CodeEventHackathons","CodeEventMeetup","CodeEventNodeSchool","CodeEventNone","CodeEventOther","CodeEventRailsBridge","CodeEventRailsGirls","CodeEventStartUpWknd","CodeEventWkdBootcamps","CodeEventWomenCode","CodeEventWorkshops","CommuteTime","CountryCitizen","CountryLive","EmploymentField","EmploymentFieldOther","EmploymentStatus","EmploymentStatusOther","ExpectedEarning","FinanciallySupporting","FirstDevJob","Gender","GenderOther","HasChildren","HasDebt","HasFinancialDependents","HasHighSpdInternet","HasHomeMortgage","HasServedInMilitary","HasStudentDebt","HomeMortgageOwe","HoursLearning","ID.x","ID.y","Income","IsEthnicMinority","IsReceiveDisabilitiesBenefits","IsSoftwareDev","IsUnderEmployed","JobApplyWhen","JobInterestBackEnd","JobInterestDataEngr","JobInterestDataSci","JobInterestDevOps","JobInterestFrontEnd","JobInterestFullStack","JobInterestGameDev","JobInterestInfoSec","JobInterestMobile","JobInterestOther","JobInterestProjMngr","JobInterestQAEngr","JobInterestUX","JobPref","JobRelocateYesNo","JobRoleInterest","JobWherePref","LanguageAtHome","MaritalStatus","MoneyForLearning","MonthsProgramming","NetworkID","Part1EndTime","Part1StartTime","Part2EndTime","Part2StartTime","PodcastChangeLog","PodcastCodeNewbie","PodcastCodePen","PodcastDevTea","PodcastDotNET","PodcastGiantRobots","PodcastJSAir","PodcastJSJabber","PodcastNone","PodcastOther","PodcastProgThrowdown","PodcastRubyRogues","PodcastSEDaily","PodcastSERadio","PodcastShopTalk","PodcastTalkPython","PodcastTheWebAhead","ResourceCodecademy","ResourceCodeWars","ResourceCoursera","ResourceCSS","ResourceEdX","ResourceEgghead","ResourceFCC","ResourceHackerRank","ResourceKA","ResourceLynda","ResourceMDN","ResourceOdinProj","ResourceOther","ResourcePluralSight","ResourceSkillcrush","ResourceSO","ResourceTreehouse","ResourceUdacity","ResourceUdemy","ResourceW3S","SchoolDegree","SchoolMajor","StudentDebtOwe","YouTubeCodeCourse","YouTubeCodingTrain","YouTubeCodingTut360","YouTubeComputerphile","YouTubeDerekBanas","YouTubeDevTips","YouTubeEngineeredTruth","YouTubeFCC","YouTubeFunFunFunction","YouTubeGoogleDev","YouTubeLearnCode","YouTubeLevelUpTuts","YouTubeMIT","YouTubeMozillaHacks","YouTubeOther","YouTubeSimplilearn","YouTubeTheNewBoston"
50,0,NA,NA,NA,NA,NA,"more than 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"15 to 29 minutes","United States of America","United States of America","software development and IT",NA,"Employed for wages",NA,NA,NA,1,"male",NA,NA,1,0,1,1,1,0,100000,8,"48eecac5c90fe22eba5065724ff4873b","5d00914442a5c7feee911491402b1e66",38000,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"English","single, never married",500,36,"70a2054adb",2017-03-10 17:20:18,"2017-03-10 17:15:15","2017-03-10 17:24:02",2017-03-10 17:20:22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,"bachelor's degree","Real Estate",NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,1
23,0,NA,NA,NA,NA,NA,"less than 100,000",1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than 15 minutes","United States of America","United States of America","software development and IT",NA,"Employed for wages",NA,NA,NA,1,"male",NA,NA,1,0,1,0,0,1,NA,6,"9274016c0e613d64a0ce1567ddd784ee","7030a8820981b3f88d0f5cd4e5ad8fb7",80000,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"English","single, never married",0,60,"a9440615bd",2017-03-10 17:21:32,"2017-03-10 17:19:47","2017-03-10 17:23:00",2017-03-10 17:21:34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,"Medium",NA,NA,1,NA,NA,NA,NA,"bachelor's degree","Computer Science",10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,0,NA,NA,NA,NA,NA,"between 100,000 and 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15 to 29 minutes","United States of America","United States of America","food and beverage",NA,"Employed for wages",NA,50000,NA,NA,"male",NA,NA,1,0,1,0,0,1,NA,20,"3ec9969608c153939fd0a6fd68592256","6aa3c05b554200ae1e0b3b3f4857e714",8000,1,0,0,1,"I'm already applying",1,NA,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,"work for a medium-sized company",1,"Full-Stack Web Developer,   Mobile Developer,   DevOps / SysAdmin,   Data Scientist, Back-End Web Developer","in an office with other developers","English","single, never married",0,18,"3071ca142b",2017-03-10 17:23:07,"2017-03-10 17:18:39","2017-03-10 17:26:11",2017-03-10 17:23:12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,"youtube tutorials",NA,NA,1,NA,NA,NA,NA,"some college credit, no degree",NA,50000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
26,0,NA,NA,NA,NA,NA,"less than 100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than 15 minutes","United States of America","United States of America","health care",NA,"Employed for wages",NA,50000,NA,NA,"female",NA,NA,1,0,1,0,0,1,NA,20,"0af43c75a96a5d364995f50522c6433d","9048836fbff141764521529d47f44072",50000,1,0,0,1,"I'm already applying",1,NA,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,"work for a medium-sized company",1,"  Front-End Web Developer, Game Developer,   Mobile Developer, Full-Stack Web Developer, Back-End Web Developer","no preference","English","married or domestic partnership",0,24,"b4654d33ca",2017-03-10 17:26:18,"2017-03-10 17:18:28","2017-03-10 17:27:59",2017-03-10 17:26:20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,1,"bachelor's degree","Computer Science",66000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,0,NA,NA,NA,NA,NA,"between 100,000 and 1 million",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,"30 to 44 minutes","Panama","Panama","transportation",NA,"Employed for wages",NA,NA,NA,NA,"male",NA,NA,0,0,1,NA,0,NA,NA,4,"f179a54883c6e90dbdefa6ea03ba6e12","3cfd5e8300c615a58292ac39119cc7ed",NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"start your own business",NA,NA,NA,"Spanish","single, never married",450,72,"1bf8b0bd34",2017-03-10 17:28:18,"2017-03-10 17:24:47","2017-03-10 17:31:19",2017-03-10 17:28:23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,1,"bachelor's degree","Professional Pilot",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA
25,1,1,1,"IronHack",1,NA,"more than 1 million",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30 to 44 minutes","United States of America","United States of America","software development and IT",NA,"Self-employed freelancer",NA,55000,NA,NA,"male",NA,NA,1,0,1,0,0,1,NA,20,"bf4e0f1e793b9342d2db8a1983fc9d71","056fe183749755485f0fcae8aa22b723",35000,1,0,0,1,"I'm already applying",1,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"work for a medium-sized company",0,"Back-End Web Developer,   Mobile Developer, Full-Stack Web Developer,   Front-End Web Developer","in an office with other developers","English","single, never married",20000,48,"732870ca34",2017-03-10 17:29:47,"2017-03-10 17:24:49","2017-03-10 17:33:59",2017-03-10 17:29:50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,"some college credit, no degree",NA,45000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,0,NA,NA,NA,NA,NA,"between 100,000 and 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil","Brazil",NA,NA,"Not working but looking for work",NA,25000,NA,NA,"male",NA,NA,1,0,1,0,0,0,NA,14,"c5a82dfa621ae2aa63d6f0b588d8e928","7237bc1d288d75d7bac7e2ebe17d58be",NA,0,0,0,NA,"Within the next 6 months",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"work for a startup",1,"Full-Stack Web Developer","no preference","Portuguese","single, never married",0,12,"97132f8c4f",2017-03-10 17:31:46,"2017-03-10 17:28:13","2017-03-10 17:33:58",2017-03-10 17:31:52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,1,NA,1,1,1,"high school diploma or equivalent (GED)",NA,NA,1,NA,NA,NA,1,1,NA,1,NA,1,1,1,NA,NA,NA,NA,1
38,0,NA,NA,NA,NA,NA,"less than 100,000",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America","United States of America",NA,NA,"Not working but looking for work",NA,50000,NA,NA,"male",NA,NA,1,0,1,0,0,1,NA,20,"efa6c151da4d6751a864a95add41a984","4e2a2c24e123125bb2b0544018b85e1b",NA,0,0,0,NA,"I'm already applying",NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,"work for a medium-sized company",1,"  Product Manager,   Front-End Web Developer, Full-Stack Web Developer","no preference","English","single, never married",0,36,"31a8ff2d5e",2017-03-10 17:31:59,"2017-03-10 17:28:24","2017-03-10 17:33:40",2017-03-10 17:32:03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,"some college credit, no degree",NA,20000,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,0,NA,NA,NA,NA,NA,"more than 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15 to 29 minutes","Brazil","Brazil","arts, entertainment, sports, or media",NA,"Self-employed business owner",NA,NA,NA,NA,"male",NA,NA,0,0,1,NA,0,NA,NA,3,"4ee0816d04bf63a56f2f408100f83a09","0c92b01ef0c772d98abb84136998ebac",40000,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"freelance ",NA,NA,NA,"Portuguese","married or domestic partnership",0,12,"7d4f8040f4",2017-03-10 17:33:12,"2017-03-10 17:30:29","2017-03-10 17:37:48",2017-03-10 17:33:17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"some college credit, no degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,0,NA,NA,NA,NA,NA,"more than 1 million",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"India","India",NA,NA,"Not working but looking for work",NA,70000,NA,NA,"male",NA,NA,0,0,1,NA,0,NA,NA,20,"f6e5459339aa4c6f5f6bfa7ccb351ea1","5d35276e535e8c34d9d13d3afebb673f",NA,0,0,0,NA,"Within the next 6 months",1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"work for a startup",1,"  Front-End Web Developer, Back-End Web Developer, Full-Stack Web Developer","in an office with other developers","Hindi","single, never married",200,16,"ac9c3d3976",2017-03-10 17:34:38,"2017-03-10 17:28:46","2017-03-10 17:36:58",2017-03-10 17:34:43,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,1,"bachelor's degree","Computer Science",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1
19,0,NA,NA,NA,NA,NA,"between 100,000 and 1 million",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canada","Canada",NA,NA,"Not working but looking for work",NA,NA,NA,NA,"male",NA,NA,1,0,1,0,0,1,NA,8,"99506139b3995530373f6f6a5e9dc0ee","51bfd0b3468c54f99f688f0c0cb847c1",NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"start your own business",NA,NA,NA,"English","single, never married",0,2,"e2d57ac360",2017-03-10 17:35:02,"2017-03-10 17:28:17","2017-03-10 17:38:40",2017-03-10 17:35:05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"high school diploma or equivalent (GED)",NA,20000,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
25,0,NA,NA,NA,NA,NA,"between 100,000 and 1 million",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"15 to 29 minutes","United States of America","United States of America","software development and IT",NA,"Employed for wages",NA,NA,NA,1,"male",NA,NA,1,0,1,0,0,1,NA,20,"c2d4f2446bcd3f07837d1155394ba4ec","4f95cfe18f12c61ffc23bd3628b23789",72000,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"English","single, never married",100,18,"cb7d929a15",2017-03-10 17:35:29,"2017-03-10 17:33:54","2017-03-10 17:37:20",2017-03-10 17:35:31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,"bachelor's degree","Computer Networking",15000,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA
25,0,NA,NA,NA,NA,NA,"more than 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Singapore","Singapore",NA,NA,"Not working and not looking for work",NA,40000,NA,NA,"male",NA,NA,0,0,1,NA,1,NA,NA,20,"ced51550dfedbdb575a8b51050dfca05","33b95cda1ba9b616681d33c223914811",NA,0,0,0,NA,"I'm already applying",1,1,1,NA,1,1,1,NA,1,NA,1,NA,1,"work for a startup",1,"  Product Manager, Game Developer,   Front-End Web Developer,   Mobile Developer,   Data Scientist, Full-Stack Web Developer, Back-End Web Developer, Data Engineer,   User Experience Designer","in an office with other developers","Mandarin Chinese","single, never married",0,12,"4d554d61b5",2017-03-10 17:38:20,"2017-03-10 17:36:54","2017-03-10 17:39:16",2017-03-10 17:38:23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"some college credit, no degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,0,NA,NA,NA,NA,NA,"more than 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I work from home","Cameroon","Cameroon","software development and IT",NA,"Self-employed freelancer",NA,NA,0,1,"male",NA,0,0,1,1,NA,0,NA,NA,40,"c460c9d2e204a322674d27267a7c9e85","04a0979ac47646a85311249ac88655fe",NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"English","divorced",0,4,"aa81aefdd2",2017-03-10 17:39:42,"2017-03-10 16:04:21","2017-03-10 17:42:34",2017-03-10 17:39:53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,"associate's degree","Computer and Information Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,0,NA,NA,NA,NA,NA,"more than 1 million",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,"45 to 60 minutes","Mexico","United States of America","food and beverage",NA,"Employed for wages",NA,60000,NA,NA,"male",NA,NA,0,0,1,NA,0,NA,NA,2,"a95ee247312f8874f2110420636bae87","59fe2c3c355da5b31817c1ff0fd45d60",12000,NA,0,0,0,"more than 12 months from now",NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,"work for a startup",0,"  Mobile Developer,   Front-End Web Developer","in an office with other developers","Spanish","single, never married",380,5,"d3ee28f6d9",2017-03-10 17:41:36,"2017-03-10 17:05:33","2017-03-10 17:45:33",2017-03-10 17:41:39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"some college credit, no degree",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
36,0,NA,NA,NA,NA,NA,"less than 100,000",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"Less than 15 minutes","United States of America","United States of America",NA,"Automotive","Employed for wages",NA,55000,NA,NA,"female",NA,NA,1,0,1,1,0,1,12000,10,"da1e31b6aa78b4bec666c2ddb5d51d66","b02e8c9a3380282a298f01d2936fbb8c",49500,0,0,0,1,"Within the next 6 months",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,"work for a medium-sized company",NA,"  User Experience Designer,   Front-End Web Developer, Full-Stack Web Developer","from home","English","divorced",300,49,"29efccc592",2017-03-10 17:41:45,"2017-03-10 17:39:19","2017-03-10 17:44:39",2017-03-10 17:41:47,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,"associate's degree","Computer Graphics",55000,NA,NA,1,NA,1,NA,1,1,1,NA,1,NA,1,NA,NA,NA,NA
25,0,NA,NA,NA,NA,NA,"more than 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"More than 60 minutes","United States of America","United States of America",NA,"Controls and Automation","Employed for wages",NA,NA,NA,NA,"male",NA,NA,1,0,1,1,0,0,110000,12,"43888ccd49bb7335eb8a94549f08afcd","9ff44cb6c8dae54e8123bdbcef78e08e",72000,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"freelance ",NA,NA,NA,"English","single, never married",0,36,"cbad179067",2017-03-10 17:42:11,"2017-03-10 17:39:17","2017-03-10 17:45:15",2017-03-10 17:42:15,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,"bachelor's degree","Electrical Engineering",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
27,0,NA,NA,NA,NA,NA,"more than 1 million",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15 to 29 minutes","India","India","software development and IT",NA,"Employed for wages",NA,NA,1,1,"male",NA,0,1,1,1,0,0,0,NA,20,"a1acf5205403e4d863b4d02a13ba71b3","c13d384868d0a429ff97f0132735a0aa",NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tamil","single, never married",0,66,"b85a617342",2017-03-10 17:43:16,"2017-03-10 17:38:27","2017-03-10 17:47:11",2017-03-10 17:43:22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,"bachelor's degree","Computer Science",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1
21,0,NA,NA,NA,NA,NA,"between 100,000 and 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"India","India",NA,NA,"Doing an unpaid internship",NA,6250,NA,NA,"male",NA,NA,0,0,1,NA,0,NA,NA,20,"1d53a68eea04d174da3f7fd320ecc995","ae2b8d28a2d9496c8097c3875bd9eb48",NA,0,0,0,NA,"I'm already applying",NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,1,"work for a medium-sized company",1,"Full-Stack Web Developer,   Mobile Developer,   Front-End Web Developer,   User Experience Designer","in an office with other developers","Marathi","single, never married",0,18,"8477565497",2017-03-10 17:45:25,"2017-03-10 17:31:37","2017-03-10 17:49:53",2017-03-10 17:45:37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"bachelor's degree","Information Technology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
27,0,NA,NA,NA,NA,NA,"between 100,000 and 1 million",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,"30 to 44 minutes","United States of America","United States of America","health care",NA,"Employed for wages",NA,45000,NA,NA,"female",NA,NA,0,0,1,NA,0,NA,NA,10,"d3840b3783aceb7fe2990c48ce6d3e86","05fc50e9743e4418da87bcf0bdabbce9",43000,1,0,0,1,"more than 12 months from now",1,1,NA,1,1,1,NA,1,1,NA,NA,1,1,"work for a nonprofit",1,"  Front-End Web Developer, Full-Stack Web Developer,   Mobile Developer, Information Security,   User Experience Designer,   DevOps / SysAdmin,   Quality Assurance Engineer, Data Engineer, Back-End Web Developer","in an office with other developers","English","single, never married",0,7,"ad4a7131ce",2017-03-10 17:46:23,"2017-03-10 17:42:20","2017-03-10 17:50:39",2017-03-10 17:46:25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"bachelor's degree","Economic Development",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
44,0,NA,NA,NA,NA,NA,"between 100,000 and 1 million",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil","Brazil",NA,NA,"Not working but looking for work",NA,NA,NA,0,"male",NA,NA,0,0,1,NA,0,NA,NA,10,"fb87ab5c131c0c36f364e972fd4b8305","a9c9b29b785c9167a05af1d01bb79438",NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Portuguese","divorced",10000,50,"7f2cd3ccad",2017-03-10 17:47:46,"2017-03-10 17:46:45","2017-03-10 17:50:46",2017-03-10 17:47:52,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,"master's degree (non-professional)","Computer Engineering Technician",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,0,NA,NA,NA,NA,NA,"between 100,000 and 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"India","India",NA,NA,"Not working but looking for work",NA,NA,NA,NA,"female",NA,NA,0,0,1,NA,0,NA,NA,15,"b6e21e2b8f4806a8b4124f65f847263c","7f84ddd5831150343ccd99a3b2e2786e",NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"start your own business",NA,NA,NA,"Hindi",NA,0,4,"0a88abb11b",2017-03-10 17:48:10,"2017-03-10 17:45:11","2017-03-10 17:50:09",2017-03-10 17:48:17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"professional degree (MBA, MD, JD, etc.)","Operations Management",NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA
34,0,NA,NA,NA,NA,NA,"more than 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15 to 29 minutes","United States of America","United States of America","software development and IT",NA,"Employed for wages",NA,60000,NA,NA,"male",NA,NA,1,0,1,0,0,0,NA,5,"e587a53428a3a4020db3215747d5d2bd","ca17c48c78f29137ee4cfb375427942c",44000,1,0,0,0,"more than 12 months from now",NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,"work for a government",1,"Game Developer, Information Security,   Mobile Developer,   DevOps / SysAdmin, Full-Stack Web Developer,   Front-End Web Developer","no preference","English","divorced",0,6,"5e24819ac0",2017-03-10 17:48:41,"2017-03-10 17:26:09","2017-03-10 17:50:18",2017-03-10 17:48:44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bachelor's degree","History",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
